id,id_person,name,surname,zip,city,country,email,birth_date,id_account,account_type,id_transaction,transaction_type,transaction_date,transaction_amount
1468,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,110,P1,2020-03-27,18.5307
1469,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,114,P1,2020-04-09,36.8924
1470,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,115,P1,2020-04-15,14.1578
1471,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,116,P1,2020-04-20,37.1885
1472,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,117,P1,2020-04-30,9.5712
1473,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,118,P1,2020-05-06,30.5032
1474,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,119,P1,2020-05-13,26.2176
1475,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,120,P1,2020-05-28,11.1594
1476,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,121,P1,2020-01-30,12.2565
1477,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,122,P1,2020-02-04,29.0154
1478,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,123,P1,2020-02-05,23.9361
1479,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,124,P1,2020-02-17,13.9571
1480,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,125,P1,2020-02-18,36.335
1481,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,126,P1,2020-02-21,30.8544
1482,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,127,P1,2020-02-24,21.3358
1483,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,128,P1,2020-03-02,37.1982
1484,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,129,P1,2020-03-06,4.7354
1485,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,130,P1,2020-03-09,0.2702
1486,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,131,P1,2020-03-11,6.2524
1487,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,132,P1,2020-03-19,38.1885
1488,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,133,P1,2020-03-25,28.7265
1489,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,134,P1,2020-03-27,7.9167
1490,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,135,P1,2020-03-30,6.9482
1491,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,136,P1,2020-03-31,3.5138
1492,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,137,P1,2020-04-07,37.0583
1493,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,138,P1,2020-04-09,31.0785
1494,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,139,P1,2020-04-15,15.5348
1495,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,140,P1,2020-04-20,24.8341
1496,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,141,P1,2020-04-30,0.9515
1497,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,142,P1,2020-05-06,38.0914
1498,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,143,P1,2020-05-13,22.8948
1499,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,144,P1,2020-05-28,22.589
1500,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,145,P1,2020-01-30,31.8851
1501,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,146,P1,2020-02-04,29.1448
1502,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,147,P1,2020-02-05,17.5324
1503,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,148,P1,2020-02-17,26.5736
1504,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,149,P1,2020-02-18,31.1497
1505,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,150,P1,2020-02-21,28.7201
1506,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,151,P1,2020-02-24,33.8123
1507,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,152,P1,2020-03-02,15.4231
1508,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,153,P1,2020-03-06,32.9086
1509,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,154,P1,2020-03-09,24.7128
1510,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,155,P1,2020-03-11,20.6529
1511,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,156,P1,2020-03-19,23.0963
1512,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,157,P1,2020-03-25,7.7015
1513,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,158,P1,2020-03-27,21.7532
1514,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,159,P1,2020-03-30,30.8163
1515,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,160,P1,2020-03-31,2.644
1516,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,161,P1,2020-04-07,1.7953
1517,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,162,P1,2020-04-09,3.9126
1518,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,163,P1,2020-04-15,34.2387
1519,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,164,P1,2020-01-30,8.3228
1520,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,165,P1,2020-02-04,11.356
1521,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,166,P1,2020-02-05,29.6416
1522,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,167,P1,2020-02-17,20.822
1523,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,168,P1,2020-02-18,9.7152
1524,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,169,P1,2020-02-21,30.7848
1525,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,170,P1,2020-02-24,24.4272
1526,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,171,P1,2020-03-02,6.8592
1527,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,172,P1,2020-03-06,20.415
1528,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,173,P1,2020-03-09,27.521
1529,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,174,P1,2020-03-11,21.9167
1530,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,175,P1,2020-03-19,12.1303
1531,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,176,P1,2020-03-25,5.9717
1532,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,177,P1,2020-03-27,20.7856
1533,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,178,P1,2020-03-30,18.6181
1534,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,179,P1,2020-03-31,27.2071
1535,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,180,P1,2020-04-07,1.6343
1536,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,181,P1,2020-04-09,24.555
1537,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,182,P1,2020-04-15,17.0542
1538,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,183,P1,2020-04-20,16.0469
1539,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,184,P1,2020-04-30,4.7646
1540,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,185,P1,2020-05-06,10.8139
1541,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,186,P1,2020-05-13,8.6788
1542,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,187,P1,2020-05-28,29.8261
1543,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,188,P1,2020-01-30,17.3277
1544,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,189,P1,2020-02-04,30.8859
1545,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,190,P1,2020-02-05,5.665
1546,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,191,P1,2020-02-17,27.2638
1547,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,192,P1,2020-02-18,15.2144
1548,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,193,P1,2020-02-21,13.835
1549,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,194,P1,2020-02-24,23.1489
1550,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,195,P1,2020-03-02,10.4871
1551,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,196,P1,2020-03-06,29.9312
1552,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,197,P1,2020-03-09,10.7937
1553,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,198,P1,2020-03-11,7.2306
1554,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,199,P1,2020-03-19,23.6052
1555,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,200,P1,2020-03-25,12.4806
1556,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,201,P1,2020-03-27,24.6392
1557,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,202,P1,2020-03-30,8.7468
1558,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,203,P1,2020-03-31,22.0113
1559,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,204,P1,2020-04-07,0.4782
1560,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,205,P1,2020-04-09,22.6214
1561,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,206,P1,2020-04-15,25.8439
1562,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,207,P1,2020-04-20,25.2484
1563,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,208,P1,2020-04-30,31.11
1564,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,209,P1,2020-05-06,28.3576
1565,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,210,P1,2020-05-13,36.7379
1566,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,211,P1,2020-05-28,4.7006
1567,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,212,P1,2020-01-30,10.9175
1568,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,213,P1,2020-02-04,31.5963
1569,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,214,P1,2020-02-05,35.7646
1570,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,215,P1,2020-02-17,28.9822
1571,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,216,P1,2020-02-18,2.2589
1572,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,217,P1,2020-02-21,20.9523
1573,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,218,P1,2020-02-24,33.9417
1574,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,219,P1,2020-03-02,2.1885
1575,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,220,P1,2020-03-06,13.373
1576,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,221,P1,2020-03-09,39.1691
1577,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,222,P1,2020-03-11,34.233000000000004
1578,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,223,P1,2020-03-19,21.5202
1579,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,224,P1,2020-03-25,7.5283
1580,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,225,P1,2020-03-27,37.9102
1581,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,226,P1,2020-03-30,9.6206
1582,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,227,P1,2020-03-31,6.8301
1583,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,228,P1,2020-04-07,39.7233
1584,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,229,P1,2020-04-09,27.1909
1585,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,230,P1,2020-04-15,23.9272
1586,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,231,P1,2020-04-20,28.4515
1587,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,232,P1,2020-04-30,12.8981
1588,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,233,P1,2020-05-06,25.2411
1589,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,234,P1,2020-05-13,6.7419
1590,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,235,P1,2020-05-28,18.4417
1591,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,236,P1,2020-01-30,2.2864
1592,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,237,P1,2020-02-04,16.6764
1593,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,238,P1,2020-02-05,13.5712
1594,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,239,P1,2020-02-17,21.157
1595,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,240,P1,2020-02-18,4.9798
1596,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,241,P1,2020-02-21,40.0291
1597,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,242,P1,2020-02-24,18.4652
1598,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,243,P1,2020-03-02,15.5744
1599,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,244,P1,2020-03-06,3.4272
1600,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,245,P1,2020-03-09,34.9199
1601,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,246,P1,2020-03-11,14.2888
1602,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,247,P1,2020-03-19,2.373
1603,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,248,P1,2020-03-25,24.3835
1604,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,249,P1,2020-03-27,36.4765
1605,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,250,P1,2020-03-30,31.949
1606,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,251,P1,2020-03-31,20.2767
1607,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,252,P1,2020-04-07,2.9798
1608,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,253,P1,2020-04-09,5.3875
1609,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,254,P1,2020-04-15,14.4369
1610,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,255,P1,2020-04-20,32.3131
1611,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,256,P1,2020-04-30,29.5922
1612,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,257,P1,2020-05-06,0.0631
1613,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,258,P1,2020-05-13,12.3131
1614,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,259,P1,2020-05-28,7.1181
1615,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,260,P1,2020-01-30,38.0858
1616,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,261,P1,2020-02-04,10.4482
1617,5240,Eimi,Averkovich,15240,Baesweiler,Germany,eimi.averkovich@bestdomain.com,1/19/66,345,Business Premium,262,P1,2020-02-05,7.233
1618,5253,Ekaitz,Avetyan,15253,Bad Rappenau,Germany,ekaitz.avetyan@bestdomain.com,11.05.38,51,Basic,51,P1,2020-02-05,12.6869
1619,5270,Elaia,Avil,15270,Bad Harzburg,Germany,elaia.avil@bestdomain.com,4/19/80,835,Business Premium,835,P3,2020-04-20,27.411
1620,5273,Elaine,Aviles,15273,Bad Dürkheim,Germany,elaine.aviles@bestdomain.com,8/17/85,898,Basic,898,P3,2020-03-11,25.9862
1621,5292,Eldridge,Avksentiev,15292,Ansbach,Germany,eldridge.avksentiev@bestdomain.com,03.05.67,1654,Business,2439,P1,2020-02-17,7.6262
1622,5299,Eleazar,Avolio,15299,Altglienicke,Germany,eleazar.avolio@bestdomain.com,4/29/90,838,Business Premium,838,P3,2020-05-13,32.4385
1623,5304,Elen,Avramchik,15304,Alsdorf,Germany,elen.avramchik@bestdomain.com,09.05.39,1137,Business,1932,P1,2020-04-15,10.4239
1624,5314,Elenore,Avrov,15314,Achern,Germany,elenore.avrov@bestdomain.com,8/31/64,1390,Business,1390,P1,2020-03-27,6.0259
1625,5314,Elenore,Avrov,15314,Achern,Germany,elenore.avrov@bestdomain.com,8/31/64,1390,Business,2185,P1,2020-04-09,28.4094
1626,5316,Eleodoro,Avrutin,15316,Vellmar,Germany,eleodoro.avrutin@bestdomain.com,3/27/66,1324,Business,2119,P1,2020-04-15,3.5663
1627,5327,Elga,Avtokratov,15327,Charlottenburg-Nord,Germany,elga.avtokratov@bestdomain.com,1/23/30,1754,Business,1754,P4,2020-02-17,1.2152
1628,5349,Elida,Awaliani,15349,Neu-Hohenschönhausen,Germany,elida.awaliani@bestdomain.com,4/29/90,1362,Business,1362,P1,2020-03-09,25.8285
1629,5349,Elida,Awaliani,15349,Neu-Hohenschönhausen,Germany,elida.awaliani@bestdomain.com,4/29/90,1362,Business,2157,P1,2020-03-27,16.4757
1630,5352,Elidio,Awalyan,15352,Hamburg-Nord,Germany,elidio.awalyan@bestdomain.com,1/23/30,1726,Business,1726,P4,2020-05-28,1.0534
1631,5356,Eliel,Awash,15356,Kalk,Germany,eliel.awash@bestdomain.com,2/18/41,978,Basic,978,P3,2020-04-15,3.1448
1632,5356,Eliel,Awash,15356,Kalk,Germany,eliel.awash@bestdomain.com,2/18/41,978,Basic,1773,P4,2020-05-13,38.4668
1633,5364,Elifio,Awdeichikoff,15364,Viborg,Denmark,elifio.awdeichikoff@bestdomain.com,8/31/64,828,Business Premium,828,P3,2020-03-25,18.4191
1634,5405,Elisha,Aweryanoff,15405,Farum,Denmark,elisha.aweryanoff@bestdomain.com,10.07.40,923,Basic,923,P3,2020-03-19,14.7905
1635,5428,Elizangela,Awramchik,15428,San Fernando de Monte Cristi,Dominican Republic,elizangela.awramchik@bestdomain.com,11.05.38,814,Business Premium,814,P3,2020-04-09,21.8301
1636,5430,Elizbeth,Awramoff,15430,Salvaleón de Higüey,Dominican Republic,elizbeth.awramoff@bestdomain.com,10.07.40,1181,Business,1976,P1,2020-04-20,31.8794
1637,5462,Elody,Axarrista,15462,Zeribet el Oued,Algeria,elody.axarrista@bestdomain.com,2/24/57,1323,Business,2118,P1,2020-04-09,8.246
1638,5471,Elouise,Axnich,15471,Tizi Gheniff,Algeria,elouise.axnich@bestdomain.com,04.09.82,1006,Basic,1006,P3,2020-02-17,3.0162
1639,5471,Elouise,Axnich,15471,Tizi Gheniff,Algeria,elouise.axnich@bestdomain.com,04.09.82,1006,Basic,1801,P4,2020-03-02,40.2346
1640,5471,Elouise,Axnich,15471,Tizi Gheniff,Algeria,elouise.axnich@bestdomain.com,04.09.82,1714,Business,1714,P4,2020-03-19,32.216
1641,5474,Elpidia,Axpe,15474,Tipasa,Algeria,elpidia.axpe@bestdomain.com,4/29/90,665,Business Premium,665,P3,2020-03-25,7.7047
1642,5475,Elpidio,Axpegorta,15475,Tindouf,Algeria,elpidio.axpegorta@bestdomain.com,02.07.92,1731,Business,1731,P4,2020-02-18,39.25
1643,5483,Elsira,Ayala,15483,Tébessa,Algeria,elsira.ayala@bestdomain.com,10/21/42,1179,Business,1974,P1,2020-04-09,18.6958
